tdg_time|tdg_size|tdg_iter_descent[10000, 1]_time|tdg_iter_descent[10000, 1]_size|tdg_iter_descent[10000, 2]_time|tdg_iter_descent[10000, 2]_size|tdg_iter_descent[10000, 5]_time|tdg_iter_descent[10000, 5]_size|tdg_iter_descent_v2[10000, 1]_time|tdg_iter_descent_v2[10000, 1]_size|tdg_iter_descent_v3[10000, 1]_time|tdg_iter_descent_v3[10000, 1]_size
173.27005624771118|437|512.3726789951324|299|499.7399127483368|307|500.9538321495056|292|491.3885979652405|295|495.74383425712585|296
166.7322998046875|437|500.7556004524231|292|504.2423529624939|297|485.2225170135498|276|498.94780826568604|315|463.7011365890503|319
166.69052457809448|437|488.2261688709259|294|487.86464071273804|312|501.23880910873413|299|493.01648569107056|273|490.90607953071594|269
169.63729286193848|437|488.09332847595215|322|476.09501600265503|315|482.76162338256836|281|486.8906195163727|296|480.08038663864136|290
162.48874306678772|437|491.4665787220001|306|510.39040207862854|299|487.97234177589417|293|486.7798457145691|288|483.1231474876404|277
165.0741126537323|437|494.97106742858887|274|477.788946390152|297|486.9548478126526|346|496.474728345871|315|475.0749497413635|323
165.76974272727966|437|500.1940462589264|297|498.649183511734|283|471.14339780807495|315|463.6903417110443|296|494.1357843875885|275
164.2732813358307|437|475.9204046726227|292|493.90895795822144|289|475.1009466648102|286|475.9006025791168|269|461.82741022109985|294
163.29364466667175|437|478.4081485271454|307|478.47695875167847|308|496.028835773468|295|492.1338155269623|276|482.05688667297363|295
169.11504554748535|437|471.93343710899353|296|493.8287353515625|288|506.97139596939087|282|476.7556929588318|312|477.6787395477295|295
168.38049340248108|437|488.3796727657318|315|493.74286222457886|293|507.41938829421997|299|475.5335726737976|293|458.5552911758423|273
165.75151109695435|437|461.45576429367065|284|493.9234344959259|308|496.3434782028198|285|488.39690804481506|294|479.06838965415955|294
166.22744917869568|437|483.1401846408844|296|465.60717606544495|303|491.5138204097748|291|477.20063614845276|300|488.02459478378296|298
160.51759338378906|437|482.6937232017517|321|473.0045084953308|316|491.1771502494812|276|485.12587332725525|282|475.27500343322754|341
159.87064337730408|437|486.6637849807739|288|469.89011907577515|317|497.9672636985779|309|484.34334802627563|302|481.87814927101135|283
162.10736560821533|437|488.20999693870544|296|492.3439381122589|304|502.6691074371338|294|457.62090826034546|303|488.4670321941376|287
161.51114058494568|437|485.92745566368103|303|473.2138123512268|299|471.8417510986328|335|477.5123429298401|301|484.22787523269653|309
159.78597831726074|437|485.01040983200073|328|467.2423827648163|295|478.4941191673279|320|481.56117486953735|292|500.26196026802063|309
165.79495930671692|437|497.6029968261719|301|474.3205235004425|297|485.47259426116943|307|480.7711110115051|310|476.38285875320435|315
165.18276405334473|437|496.4066824913025|306|472.76270866394043|308|487.4331896305084|296|463.9326934814453|303|467.20341777801514|279
