tdg_iter_descent_IMP[5000, 1]_time|tdg_iter_descent_IMP[5000, 1]_size|tdg_iter_descent_IMP[5000, 1]_imp_fit|tdg_time|tdg_size|tdg_imp_fit
52.69636845588684|226|3629|75.68430495262146|226|3186
54.21828031539917|226|3699|75.91749119758606|226|3186
53.528027296066284|226|3564|76.14492297172546|226|3186
53.93872427940369|226|3690|75.97794103622437|226|3186
52.501465797424316|226|3575|76.01568269729614|226|3186
53.912699699401855|226|3689|76.18447160720825|226|3186
52.988834381103516|226|3584|76.38696694374084|226|3186
55.37617564201355|226|3820|76.38118720054626|226|3186
53.32165026664734|226|3802|76.16651964187622|226|3186
54.25391459465027|226|3698|76.68208432197571|226|3186
53.89005494117737|226|3760|76.45560789108276|226|3186
53.898128032684326|226|3759|76.31655883789062|226|3186
53.310099601745605|226|3723|76.37884783744812|226|3186
54.504305839538574|226|3520|77.30588984489441|226|3186
55.236918926239014|226|3741|76.38605976104736|226|3186
53.07566165924072|226|3685|76.24664807319641|226|3186
54.579484939575195|226|3747|76.6260416507721|226|3186
53.25853705406189|226|3771|76.63745498657227|226|3186
53.46251058578491|226|3660|76.20338201522827|226|3186
52.35157108306885|226|3516|76.17445921897888|226|3186
