tdg_iter_descent_v4[10000, 1, 25]_time|tdg_iter_descent_v4[10000, 1, 25]_size|tdg_iter_descent_v4[10000, 1, 50]_time|tdg_iter_descent_v4[10000, 1, 50]_size|tdg_iter_descent_v4[10000, 1, 75]_time|tdg_iter_descent_v4[10000, 1, 75]_size|tdg_iter_descent_v4[10000, 1, 100]_time|tdg_iter_descent_v4[10000, 1, 100]_size|tdg_iter_descent_v4[10000, 1, 125]_time|tdg_iter_descent_v4[10000, 1, 125]_size
1185.7798464298248|3529|1201.9163722991943|3515|1431.3198280334473|3546|1377.2977285385132|3530|1392.24746799469|3530
1190.1952078342438|3522|1216.5577547550201|3522|1449.705438375473|3523|1420.54603099823|3513|1397.2782425880432|3553
1185.7471611499786|3542|1204.002856016159|3540|1410.9581673145294|3532|1390.2753510475159|3534|1369.9231112003326|3528
1188.6614599227905|3518|1184.7658913135529|3547|1422.0595216751099|3534|1369.543698310852|3509|1289.5736181735992|3538
1183.771197795868|3525|1174.16374874115|3543|1442.3026275634766|3507|1359.3658022880554|3536|1249.133841753006|3540
1173.091919183731|3540|1179.4160566329956|3534|1399.0608727931976|3539|1369.255381822586|3523|1041.8425130844116|3525
1176.7464616298676|3534|1200.6653318405151|3538|1410.53946018219|3528|1337.9176297187805|3551|1042.34028673172|3538
1157.0589294433594|3532|1164.2223534584045|3535|1403.1885306835175|3529|1270.3387043476105|3531|1039.4041628837585|3531
1158.4760839939117|3514|1162.983734846115|3537|1391.5376324653625|3519|1085.0804691314697|3540|1040.8058950901031|3540
1157.2851798534393|3529|1175.761221408844|3521|1345.299944639206|3534|1042.3366377353668|3517|1041.719030380249|3528
1163.2516469955444|3516|1159.2076346874237|3537|1195.2359156608582|3514|1032.383371591568|3529|1024.6727132797241|3533
1153.2357912063599|3519|1156.8936350345612|3523|1191.2956726551056|3523|1020.9679267406464|3537|1001.74480676651|3521
1151.6790130138397|3529|1154.7037043571472|3526|1184.4393169879913|3543|1034.804747581482|3513|1006.0144836902618|3526
1149.0613355636597|3517|1162.242077589035|3529|1181.7707402706146|3522|1031.3334589004517|3542|1012.6075417995453|3519
1147.9920239448547|3518|1154.1075422763824|3547|1194.5678186416626|3508|1020.3408808708191|3534|997.6395106315613|3547
1130.0066452026367|3549|1154.9791176319122|3524|1179.2862815856934|3536|1013.2774908542633|3538|1006.1721534729004|3522
1131.4576814174652|3541|1168.8704974651337|3534|1173.9735898971558|3530|1011.377613067627|3522|969.8507416248322|3542
1132.063099861145|3544|1185.1312892436981|3519|1133.073840379715|3550|1025.2383286952972|3530|959.9180908203125|3532
1136.61865067482|3520|1185.9647855758667|3541|1092.5119709968567|3538|1000.4989326000214|3537|945.8099415302277|3511
1140.637333393097|3510|1177.85840010643|3529|1078.6070256233215|3517|1012.9577462673187|3532|928.9300134181976|3513
